time,user,delta_usd
2023-04-25T07:32:17Z,0xb6117d79f64550d4e7b1d4e655a246a3ea1ad6ab,2776.552004
2023-04-25T07:33:20Z,0x7fae3cbe00a1045a8798727a3a4775312d21e81f,-312.167402
2023-04-25T07:55:30Z,0xf16d62012ee210af984b816a6c8c0cc47eeb65e4,64.271533
2023-04-25T08:18:13Z,0x26f72b2bdaa4b82888055434cfdf41b617a02d41,199.940061
2023-04-25T08:51:23Z,0x26f72b2bdaa4b82888055434cfdf41b617a02d41,-175.638431
2023-04-25T08:55:51Z,0xe0a607714a69fd377891f40df6e27a428684ecbb,181.642306
2023-04-25T09:20:34Z,0x5a50c5c63440f7c3d44bce3a0c47d2d8e72b907a,200
2023-04-25T09:37:07Z,0x9aa1a9104119c2229df376962ce63017ca6e5681,200
2023-04-25T09:37:07Z,0x644702e5419b5d0a535777383e06b9fd5ef3c948,117.105584
2023-04-25T10:01:50Z,0x9aa1a9104119c2229df376962ce63017ca6e5681,-72.076388
2023-04-25T10:02:32Z,0x5a50c5c63440f7c3d44bce3a0c47d2d8e72b907a,-150.002402
2023-04-25T10:10:12Z,0x828f307bb60861455a3215b8df4b62b763c30d43,182.475534
2023-04-25T10:36:46Z,0x828f307bb60861455a3215b8df4b62b763c30d43,-161.073844
2023-04-25T11:05:03Z,0x1d263db796d8fdfcb8fa467edd7d1a94e37e4f63,150
2023-04-25T11:09:54Z,0x3a4a5ad2456c4b114bc0d308ea0bc99e67cbc047,250
2023-04-25T12:16:29Z,0xc8a02a285cc8947d608a0603bd46a4363d4a191f,223.56356
2023-04-25T13:41:46Z,0x4d304e39254a07e204a3253b64d057fd406164cb,101.801227
2023-04-25T14:51:24Z,0x672ad3627e357d3fd06472c316f6075f0dcae553,50
2023-04-25T14:55:13Z,0x672ad3627e357d3fd06472c316f6075f0dcae553,4950
2023-04-25T15:20:24Z,0x0337b736eec4d77f5c61889ae40a2af3c209a319,63.606734
2023-04-25T15:41:17Z,0x0337b736eec4d77f5c61889ae40a2af3c209a319,-45.835664
2023-04-25T15:56:45Z,0x9aebea73d2af4cd33557f491545d8be97874021e,500.054288
2023-04-25T16:48:54Z,0x35e4e05d86387f33df30a2b7a111b599ee00a317,100
2023-04-25T17:32:32Z,0xc613a37b22b13fdcd935ee562031b6a104e2e536,236.575325
2023-04-25T17:56:34Z,0x1a7eb3e51e29c59295544a41ab36156f9fa6a5d5,1000
2023-04-25T18:08:18Z,0x7a425131943693754adcb27126f668e1e76e1d7c,100
2023-04-25T18:09:57Z,0xccd260887319674d8c27dafd0d0e2279657d28f7,196.414153
2023-04-25T18:16:24Z,0xccd260887319674d8c27dafd0d0e2279657d28f7,-158.629613
2023-04-25T18:23:29Z,0x644702e5419b5d0a535777383e06b9fd5ef3c948,-10
2023-04-25T18:27:23Z,0x9e41c550d1ff3913f09b7cfbb9da17d3dd80dd31,100.79456
2023-04-25T18:36:37Z,0x3a4a5ad2456c4b114bc0d308ea0bc99e67cbc047,15.421487
2023-04-25T19:08:20Z,0xb2c3c7a3cd67e0f97854bd7b0458a2cf29d07854,100
2023-04-25T19:08:51Z,0x776c49e67a2b068ac27e6074e578ebfa2d6aa3fd,-216.951675
2023-04-25T19:12:23Z,0x98193553356ffd5c9760d508b12dbf1ae3308948,216.951675
2023-04-25T19:17:15Z,0x98193553356ffd5c9760d508b12dbf1ae3308948,-185.653215
2023-04-25T19:26:35Z,0xb2c3c7a3cd67e0f97854bd7b0458a2cf29d07854,-93.0343
2023-04-25T19:54:47Z,0xa68c0c992ca96b0d74aab97d25dde6da3168f79c,100
2023-04-25T20:10:48Z,0x644702e5419b5d0a535777383e06b9fd5ef3c948,-15
2023-04-25T21:19:26Z,0xaa31599f7a5cc500473f5f566b119da66638099b,250
2023-04-26T03:17:35Z,0x47271acc4b32774736ede1c5414c94cc97baf820,10
2023-04-26T06:08:35Z,0x1497603fea33e12307ea0a1988cdff9efc4bdea4,1044.213397
2023-04-26T06:26:17Z,0xf53a0480ca2e28afdb385d25f94c8ca3dd453033,-4815.465062
2023-04-26T06:55:06Z,0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,100
2023-04-26T07:02:53Z,0x264f66719f3ca44067772d33a4a1f8f52b58d898,100
2023-04-26T07:23:06Z,0x591c0cc6bf7862d6baac195d79003d9457946973,20
2023-04-26T07:28:12Z,0xf6ccf8751fd02de2e14cdf0ff0aa36d6e7a1ab28,94.506624
2023-04-26T07:42:47Z,0x3a4a5ad2456c4b114bc0d308ea0bc99e67cbc047,125
2023-04-26T08:55:41Z,0xb6117d79f64550d4e7b1d4e655a246a3ea1ad6ab,-1616.339677
2023-04-26T09:01:03Z,0xf6ccf8751fd02de2e14cdf0ff0aa36d6e7a1ab28,-73.10316
2023-04-26T10:01:57Z,0xb7ff55bf999c21a441e7833b1346dab299762f1f,3778.234409
2023-04-26T10:08:05Z,0xb7ff55bf999c21a441e7833b1346dab299762f1f,-3948.021993
2023-04-26T10:35:43Z,0x1d828e3e441632ce8b0c869adbab0ee19800851e,99.402352
2023-04-26T10:42:59Z,0x23901b6a565b9e225b2260e664ef496ce05941e4,100.002075
2023-04-26T11:12:18Z,0x62266193e6bfcb7ab6409c51731ec46492f4f1af,1060
2023-04-26T11:23:11Z,0xec98d934f9e9e0ecd00b4af903092b6f14ea01f2,20
2023-04-26T11:34:29Z,0x4bdb71eff8acb117ebd6ab27f733cfe6b04d4274,60
2023-04-26T11:49:54Z,0x62266193e6bfcb7ab6409c51731ec46492f4f1af,-793.20328
2023-04-26T12:19:44Z,0x2166f26f34655c76398c938574b5a73b9cfbc28f,135.55698
2023-04-26T12:59:40Z,0x0b1b167d63fcd3a3f2bbc176698a057d18ee451a,72.690554
2023-04-26T13:20:21Z,0x42061acc5da4af3b779aa7a275e72ad163308490,47.044923
2023-04-26T13:39:46Z,0x53a2da0225e7a8787a5c63a0d48e2dcaf10e7324,-25.98977
2023-04-26T13:43:14Z,0x9e41c550d1ff3913f09b7cfbb9da17d3dd80dd31,150
2023-04-26T14:08:20Z,0x2bd7ab7bdbc4eb1c88acb8ceb80d805fc0243eb5,1952.243931
2023-04-26T14:24:03Z,0x2bd7ab7bdbc4eb1c88acb8ceb80d805fc0243eb5,-1993.105881
2023-04-26T14:57:01Z,0x0117bede5cdacd59f92fda9fa28c3da930dbf6bf,606.662775
2023-04-26T14:57:59Z,0x07188478c7b3e7ce94a45eb6dcfdc366d0700aa8,25.581515
2023-04-26T15:08:49Z,0x07188478c7b3e7ce94a45eb6dcfdc366d0700aa8,20
2023-04-26T15:10:48Z,0x0117bede5cdacd59f92fda9fa28c3da930dbf6bf,-547.018815
2023-04-26T15:20:53Z,0x2bd7ab7bdbc4eb1c88acb8ceb80d805fc0243eb5,2000
2023-04-26T15:24:15Z,0xa68c0c992ca96b0d74aab97d25dde6da3168f79c,55
2023-04-26T16:11:06Z,0x5e8fddd6af2e195edb04e146ff4ae2f0c2a4970f,1803.304199
2023-04-26T16:17:34Z,0x0b1b167d63fcd3a3f2bbc176698a057d18ee451a,-71.837964
2023-04-26T16:42:00Z,0x5e8fddd6af2e195edb04e146ff4ae2f0c2a4970f,-7.957464
2023-04-26T16:42:22Z,0x5e8fddd6af2e195edb04e146ff4ae2f0c2a4970f,-1311.063235
2023-04-26T19:16:54Z,0x3e91ea006f8b2394a6db8ab0225309ad6e7ed9cb,-479.910521
2023-04-26T19:28:38Z,0xc845a0feaff2905000f8bd2c80be8cf429f012e5,3000
2023-04-26T19:36:52Z,0x205080f2a5e36267a9aa494bd58fe76ac3b20a33,112.447675
2023-04-26T21:08:13Z,0xffcdcf517f40ec98e6035f86a30fd8ad3abf67dc,-96.526769
2023-04-26T21:33:15Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,150
2023-04-26T21:33:42Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,150
2023-04-26T22:45:49Z,0x644702e5419b5d0a535777383e06b9fd5ef3c948,-10
2023-04-27T01:05:23Z,0x958f9d320a3a5cfaa1d97d2dfeebf4898a7aaa50,-228.119087
2023-04-27T01:05:40Z,0x3b6996b7aa8371b0301167eefca33efca13307d6,-0.6907
2023-04-27T01:05:40Z,0x42061acc5da4af3b779aa7a275e72ad163308490,0.6907
2023-04-27T01:45:55Z,0x07188478c7b3e7ce94a45eb6dcfdc366d0700aa8,20.565898
2023-04-27T01:59:29Z,0x3e91ea006f8b2394a6db8ab0225309ad6e7ed9cb,117.241833
2023-04-27T02:14:58Z,0x5c2ee27cd1c216445074794fb5648a235c4029ff,222.966482
2023-04-27T03:18:39Z,0xd1947a3d0955454b9b13bf6fefae1b82aa712123,-90.333265
2023-04-27T03:58:35Z,0xf0b92fe9f24f8abaa62f62734bf80fd6e5114364,164.060837
2023-04-27T04:25:03Z,0x4b863d84b0df0a911e56dd2472919d2b04fc6e05,20.094751
2023-04-27T10:05:43Z,0x4b863d84b0df0a911e56dd2472919d2b04fc6e05,-13.90882
2023-04-27T11:07:31Z,0x26f72b2bdaa4b82888055434cfdf41b617a02d41,-8.769111
2023-04-27T16:00:10Z,0xb2fc95ac88f868155a134bc7f6b3da87ce94136c,99.627008
2023-04-27T16:52:17Z,0x432daf44f767505c7e1d5fac0f9a7f5d5572bd03,296.490423
2023-04-27T17:36:12Z,0x00000aab595a3ab92547c596f74d020f727338c4,95.295793
2023-04-27T17:47:01Z,0x333486dd811aad9945bba325c0b6df9e2748e23d,185.653215
2023-04-27T18:57:04Z,0x4b863d84b0df0a911e56dd2472919d2b04fc6e05,29.816894
2023-04-27T19:08:31Z,0x504b432589a899dbcf8ba7e77f5782fa8af15ecf,109.89
2023-04-27T19:08:42Z,0xc3706a20adb5f8f7b19b28cd4a8b93b6cdf57c5d,108
2023-04-27T19:38:48Z,0x0ceb05fe4adf6814c391f0a11dc0388100fc8d6c,100
2023-04-27T20:25:25Z,0xca5c0ff91c8b50fea024f5a92ec4e0a290976304,25
2023-04-27T20:31:12Z,0xb2fc95ac88f868155a134bc7f6b3da87ce94136c,-99.627008
2023-04-27T20:41:46Z,0x3024cfdd82bbc8c3b9c978bc9b23b3d45b9d817f,30
2023-04-27T21:36:08Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,300
2023-04-27T22:27:57Z,0x00000aab595a3ab92547c596f74d020f727338c4,57.427332
2023-04-27T22:57:58Z,0x4f17562c9a6ccfe47c3ef4245eb53c047cb2ff1d,1290.003537
2023-04-28T02:27:00Z,0x4b863d84b0df0a911e56dd2472919d2b04fc6e05,-30.040894
2023-04-28T04:53:09Z,0x432daf44f767505c7e1d5fac0f9a7f5d5572bd03,-285.774993
2023-04-28T07:01:07Z,0x237379cbbe22bc194a5e30fc7ebcb3f4cbab87c1,31.577376
2023-04-28T07:41:04Z,0x137bf88101383267e5446b462edd0343aad6b534,23
2023-04-28T09:18:11Z,0x07188478c7b3e7ce94a45eb6dcfdc366d0700aa8,86.988236
2023-04-28T09:20:26Z,0x28ba4b355cfec9909b371ebc0a5fa007a9c7d4cf,-93.935683
2023-04-28T09:23:07Z,0x05b0c378de983387b6704face532e689e1946553,102
2023-04-28T09:37:38Z,0xec98d934f9e9e0ecd00b4af903092b6f14ea01f2,-18.677714
2023-04-28T10:05:17Z,0x97b3596e843d6068bd4d65ac267429dcf0b5ad02,50
2023-04-28T10:39:27Z,0x00000aab595a3ab92547c596f74d020f727338c4,1092.098533
2023-04-28T10:51:20Z,0x1d263db796d8fdfcb8fa467edd7d1a94e37e4f63,100
2023-04-28T11:03:18Z,0xb7ff55bf999c21a441e7833b1346dab299762f1f,200
2023-04-28T12:30:23Z,0x189d81b32b847d94b12317c2fa64199d7cf506bb,5000
2023-04-28T14:23:31Z,0xe98e9c9daae2d17319147c5e601b7bf488a8a206,100
2023-04-28T14:47:54Z,0x541650182aa9031fe7a3d0778fbc8f48a32df51f,41
2023-04-28T15:15:11Z,0xa1703c46dbef0a5d6f0691b6582418a55a1c35ec,105
2023-04-28T15:19:47Z,0xb837ffd9b67af904ef9f0ffefcdd9f0cfae22fc7,105
2023-04-28T17:51:21Z,0x5505f7442fcbad24f65265c422f8a055993815c4,100
2023-04-28T17:53:10Z,0x5505f7442fcbad24f65265c422f8a055993815c4,20
2023-04-28T18:20:11Z,0xc4b9adf1c173ee06a79e8d7f7ccf992794fa7699,1000
2023-04-28T18:29:39Z,0x23e14c4cebc1974f16d3fdc106a443278c27b4d4,-519.398981
2023-04-28T19:52:20Z,0x23e14c4cebc1974f16d3fdc106a443278c27b4d4,519.398981
2023-04-28T21:13:27Z,0xffcdcf517f40ec98e6035f86a30fd8ad3abf67dc,25
2023-04-28T21:59:29Z,0xde2f8a2f6c4077591ba6f4dbeb3a254942032e26,35.39
2023-04-28T22:02:52Z,0xde2f8a2f6c4077591ba6f4dbeb3a254942032e26,75.013116
2023-04-28T22:04:15Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,300
2023-04-28T22:10:20Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,10
2023-04-28T22:58:03Z,0x23e14c4cebc1974f16d3fdc106a443278c27b4d4,-493.59312
2023-04-28T23:04:48Z,0x130858ce6901976f13c2eef147b45665197cbd61,104.267494
2023-04-28T23:52:21Z,0x3aff5ae7a64450f96425c90c4ba928b9db8fbfc3,571
2023-04-29T01:39:00Z,0xa67bc60919b724fbdcd7888e2ad6db2366b1f127,180
2023-04-29T07:01:17Z,0x10ebe9e6070301bbc47d1e4d0565afe17ca361b1,86.886218
2023-04-29T15:04:28Z,0x14ea268e593263cf91dd55acd3f684036d46f48c,110
2023-04-29T16:21:43Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,300
2023-04-29T18:49:11Z,0xeacdd6b4b80fcb241a4cfab7f46e886f19c89340,-900
2023-04-29T18:51:22Z,0xeacdd6b4b80fcb241a4cfab7f46e886f19c89340,200
2023-04-29T19:00:38Z,0x88fe3825a713f9d6373fe68bc1d3556025084bb8,3390.56
2023-04-29T19:02:49Z,0x328c56a535ba2f3e46480dcdb4c760c3ebc7662d,4060.176431
2023-04-29T23:34:33Z,0xf0be4cc2ebd9743cadbea62f5c4677026838c89d,99.81
2023-04-29T23:47:35Z,0x2f39160df03e0ea404c7eb59c7ae1296040d2969,335.357759
2023-04-30T02:25:06Z,0xbafa0e7925d275421002fff83076dd387a79e6d2,68.6614
2023-04-30T02:42:21Z,0xbafa0e7925d275421002fff83076dd387a79e6d2,100.81
2023-04-30T12:34:02Z,0xe16c0e1bf3b75f67e83c9e47b9c0eb8bf1b99ccd,5000
2023-04-30T13:20:43Z,0x0117bede5cdacd59f92fda9fa28c3da930dbf6bf,56.57725
2023-04-30T13:48:55Z,0x0117bede5cdacd59f92fda9fa28c3da930dbf6bf,-55.720898
2023-04-30T13:55:15Z,0x139791013f6dcc26f4052e6a7b8ed50099e7d15b,101.597088
2023-04-30T14:15:21Z,0x5ad808db223ab069822171305479cddfc0a39dd3,4902.352488
2023-04-30T14:49:07Z,0xf0be4cc2ebd9743cadbea62f5c4677026838c89d,-106.493224
2023-04-30T15:14:57Z,0x672ad3627e357d3fd06472c316f6075f0dcae553,5000
2023-04-30T18:10:16Z,0x79f49449a106d290e697c3492694b80171052a8c,6710
2023-04-30T19:35:33Z,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,183.574228
2023-04-30T19:42:56Z,0x956a2725e42dd701ef115bab50a06ee5bb9da8c2,113.032876
2023-04-30T21:29:42Z,0x5505f7442fcbad24f65265c422f8a055993815c4,-110
2023-04-30T21:30:45Z,0x5505f7442fcbad24f65265c422f8a055993815c4,-9
2023-04-30T22:18:19Z,0x00241cd5a7557569515e6feef2929ad33a16cf88,28.415831
2023-04-30T22:32:43Z,0x00241cd5a7557569515e6feef2929ad33a16cf88,-28.415831
2023-04-30T23:14:08Z,0x00241cd5a7557569515e6feef2929ad33a16cf88,104.1112
2023-05-01T00:34:06Z,0x948f7fc9081fd40959a8461036879e797ad8fc81,289.269
2023-05-01T00:40:08Z,0x00241cd5a7557569515e6feef2929ad33a16cf88,-104.1112
2023-05-01T01:41:37Z,0x9a69e7f21c848b0f0a06366ddaf9cdb4d268c6d3,83
2023-05-01T06:39:18Z,0x10ebe9e6070301bbc47d1e4d0565afe17ca361b1,-88.288448
2023-05-01T07:13:25Z,0x31c21020dcbca1bbb1da1b1ff09753eee75f9156,50
2023-05-01T09:31:11Z,0x189d81b32b847d94b12317c2fa64199d7cf506bb,5000
2023-05-01T09:54:02Z,0x08ebe971cbd3e572ee63ebdacf6042e76e5326a1,400
2023-05-01T10:07:51Z,0x94fc17b0e7b99b6983fdaab1ecbe2e83016d5d19,17.652041
2023-05-01T11:12:54Z,0x31d57351c9f697ed99eebc5ad5f1f4892e5ece51,300
2023-05-01T11:18:57Z,0x52e2a414c65bd8ea41b6c5b5276ed9452ecad088,150
2023-05-01T11:38:35Z,0x67702f3a1b5e52fcb29875821e0c8a05db5ee03e,93.725442
2023-05-01T11:47:04Z,0xd1947a3d0955454b9b13bf6fefae1b82aa712123,159.061711
2023-05-01T12:14:02Z,0x97b3596e843d6068bd4d65ac267429dcf0b5ad02,50
2023-05-01T12:46:46Z,0x0811d5442a311bc591fe663534d548bf1c09d7de,-76
2023-05-01T14:22:51Z,0xf0be4cc2ebd9743cadbea62f5c4677026838c89d,100
2023-05-01T20:57:21Z,0xa3a15567ee4e8a483fabfda28ff309045537dd84,198.746406
2023-05-01T22:35:16Z,0x2f67038af19a4ff8f5530c238b0029b80278b9bc,-27
2023-05-02T02:46:22Z,0xf0be4cc2ebd9743cadbea62f5c4677026838c89d,-79.904141
2023-05-02T03:04:42Z,0x3093189bd4d429cb2f47d03c14b9e9200b6b9425,11
2023-05-02T03:06:10Z,0x4bc3d7bacac1c00fe41ec5014080bc02f2f464d1,86.397365
2023-05-02T07:23:49Z,0x5caace0ca6994da02378640e990f539c63d9985a,30
2023-05-02T07:33:16Z,0xd21c188c66dcaf01e2a0cf8ebd364d8ef60bf525,50
2023-05-02T08:31:04Z,0xf5bc283a98bb8ba0bfe9ed22f843a87e04cbf8f5,249.044392